"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","EL","Greece",48.014888330,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","ES","Spain",25.456760040,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","FI","Finland",1.597051590,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","FR","France",25.788235290,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","HR","Croatia",37.600000000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","HU","Hungary",23.269391150,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","IE","Ireland",38.063063060,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","IT","Italy",33.711048150,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","LT","Lithuania",8.750000000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","LU","Luxembourg",20.000000000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","LV","Latvia",7.692307690,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","MT","Malta",52.380952380,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","NL","Netherlands",1.429543900,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","NO","Norway",0.126582270,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","PL","Poland",15.135135130,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","PT","Portugal",48.373101950,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","RO","Romania",26.190476190,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","SE","Sweden",0.508552930,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","SI","Slovenia",8.293838860,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2007","UK","United Kingdom",35.605903130,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","AT","Austria",8.711721220,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","BE","Belgium",20.640176600,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","BG","Bulgaria",25.000000000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","CY","Cyprus",45.652173910,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","CZ","Czechia",14.169096200,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","DE","Germany",19.375573920,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","DK","Denmark",2.548262540,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","EE","Estonia",4.324324320,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","EL","Greece",40.628637950,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","ES","Spain",26.693227090,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","FI","Finland",2.925243770,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","FR","France",24.497257760,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","HR","Croatia",35.232067510,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","HU","Hungary",22.523285350,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","IE","Ireland",33.091787430,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","IS","Iceland",1.587301580,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","IT","Italy",33.655913970,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","LT","Lithuania",10.791366900,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","LU","Luxembourg",9.401709400,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","LV","Latvia",12.195121950,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","MT","Malta",51.851851850,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","NL","Netherlands",1.672862450,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","NO","Norway",0.598086120,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","PL","Poland",12.121212120,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","PT","Portugal",52.892030840,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","RO","Romania",33.333333330,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","SE","Sweden",0.664176000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","SI","Slovenia",7.177033490,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2008","UK","United Kingdom",30.716417910,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","AT","Austria",6.210465780,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","BE","Belgium",21.074815590,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","BG","Bulgaria",15.837104070,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","CY","Cyprus",40.449438200,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","CZ","Czechia",14.395280230,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","DE","Germany",18.355437660,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","DK","Denmark",2.078853040,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","EE","Estonia",3.286384970,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","EL","Greece",40.361445780,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","ES","Spain",25.947521860,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","FI","Finland",2.453987730,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","FR","France",22.754237280,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","HU","Hungary",29.026217220,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","IE","Ireland",26.804123710,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","IT","Italy",37.423312880,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","LT","Lithuania",11.023622040,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","LU","Luxembourg",13.274336280,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","LV","Latvia",8.602150530,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","MT","Malta",58.823529410,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","NL","Netherlands",1.256038640,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","NO","Norway",0.330760740,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","PL","Poland",20.158102760,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","PT","Portugal",48.848684210,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","RO","Romania",34.042553190,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","SI","Slovenia",9.554140120,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2009","UK","United Kingdom",27.818244880,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","AT","Austria",7.446221730,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","BE","Belgium",20.529801320,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","BG","Bulgaria",19.000000000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","CY","Cyprus",32.323232320,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","CZ","Czechia",13.496547390,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","DE","Germany",20.959595950,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","DK","Denmark",1.321585900,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","EE","Estonia",0.689655170,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","EL","Greece",39.215686270,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","ES","Spain",25.327291030,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","FI","Finland",2.285191950,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","FR","France",21.588804280,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","HR","Croatia",26.050420160,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","HU","Hungary",30.228758160,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","IE","Ireland",23.860811930,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","IS","Iceland",1.538461530,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","IT","Italy",36.523216300,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","LT","Lithuania",14.117647050,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","LU","Luxembourg",16.541353380,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","LV","Latvia",13.725490190,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","MT","Malta",48.148148140,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","NL","Netherlands",1.439496170,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","NO","Norway",0.668576880,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","PL","Poland",13.117870720,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","PT","Portugal",53.337415790,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","RO","Romania",39.130434780,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","SE","Sweden",0.525920360,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","SI","Slovenia",11.974789910,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2010","UK","United Kingdom",21.572280170,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","AT","Austria",7.222787380,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","BE","Belgium",17.431192660,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","BG","Bulgaria",22.429906540,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","CY","Cyprus",41.592920350,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","CZ","Czechia",14.533762050,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","DE","Germany",16.164154100,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","DK","Denmark",1.308539940,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","EE","Estonia",1.724137930,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","EL","Greece",39.158163260,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","ES","Spain",22.461538460,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","FI","Finland",3.639120540,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","FR","France",20.122985580,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","HR","Croatia",27.710843370,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","HU","Hungary",26.211072660,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","IE","Ireland",23.746452220,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","IS","Iceland",2.816901400,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","IT","Italy",38.223632030,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","LT","Lithuania",5.395683450,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","LU","Luxembourg",20.472440940,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","LV","Latvia",9.895833330,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","MT","Malta",49.230769230,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","NL","Netherlands",1.625239000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","NO","Norway",0.327064590,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","PL","Poland",19.418604650,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","PT","Portugal",54.552410090,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","RO","Romania",49.541284400,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","SE","Sweden",0.808080800,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","SI","Slovenia",7.112068960,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","SK","Slovakia",26.148409890,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2011","UK","United Kingdom",13.644366190,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","AT","Austria",8.040665430,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","BE","Belgium",16.581632650,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","BG","Bulgaria",19.823788540,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","CY","Cyprus",35.151515150,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","CZ","Czechia",13.159528240,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","DE","Germany",15.372610220,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","DK","Denmark",1.327742830,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","EE","Estonia",7.692307690,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","EL","Greece",40.981735150,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","ES","Spain",24.275934700,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","FI","Finland",2.271114260,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","FR","France",19.185156840,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","HR","Croatia",21.339950370,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","HU","Hungary",24.846894130,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","IE","Ireland",22.639691710,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","IS","Iceland",1.724137930,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","IT","Italy",35.207823960,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","LT","Lithuania",8.668730650,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","LU","Luxembourg",16.030534350,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","LV","Latvia",9.004739330,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","MT","Malta",47.524752470,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","NL","Netherlands",1.273605620,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","NO","Norway",1.258741250,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","PL","Poland",14.431673050,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","PT","Portugal",53.814432980,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","RO","Romania",53.275109170,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","SE","Sweden",0.735519460,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","SI","Slovenia",10.337078650,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","SK","Slovakia",24.050632910,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2012","UK","United Kingdom",14.162929740,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","AT","Austria",9.116022090,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","BE","Belgium",16.873449130,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","BG","Bulgaria",19.158878500,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","CY","Cyprus",32.484076430,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","CZ","Czechia",13.415348560,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","DE","Germany",13.235294110,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","DK","Denmark",1.721068240,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","EE","Estonia",3.529411760,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","EL","Greece",40.290620870,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","ES","Spain",22.566122670,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","FI","Finland",2.088607590,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","FR","France",17.068679800,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","HR","Croatia",24.038461530,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","HU","Hungary",24.000000000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","IE","Ireland",19.925163700,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","IS","Iceland",0.000000000,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","IT","Italy",35.839598990,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","LT","Lithuania",10.112359550,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","LU","Luxembourg",8.888888880,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","LV","Latvia",6.976744180,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","MT","Malta",53.773584900,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","NL","Netherlands",1.503245640,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","NO","Norway",0.678886620,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","PL","Poland",16.016150740,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","PT","Portugal",46.778242670,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","RO","Romania",64.490861610,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","SE","Sweden",1.073432540,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","SI","Slovenia",9.032258060,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","SK","Slovakia",48.369565210,""
"Antimicrobial resistance","Staphylococcus aureus|Meticillin (MRSA)","R - resistant isolates, percentage  ","%","2013","UK","United Kingdom",13.887576750,""
